strain,StrRt0.0001,StrRt0.001,StrRt0.01,StrRt0.1,ref_StrRt0.0001,ref_StrRt0.001,ref_StrRt0.01,ref_StrRt0.1
0.0,450.4427462177701,447.0701370892348,345.4139601071365,512.3386669734318,1.6287932981805961,1.6165980010156036,1.2490109965019318,1.8526078933939887
0.00011,542.8857664046227,552.8489262636867,485.555922679021,598.8076827052573,1.1680193498843188,1.1894550997630586,1.0446741252695355,1.288335417027383
0.0002,573.3587431582273,584.6986715654493,534.6963677965105,626.5290819869842,0.9902690008705931,1.009854608847735,0.9234937885317355,1.0821014512102816
0.0003,595.7895874231472,607.7977000412066,572.4168609742774,646.9415937476733,0.9477870724364017,0.9668896786987596,0.9106055431793321,1.0291601130987222
0.0004,612.4224198284792,624.7985985870473,600.6663657539757,662.127938611753,0.9376094856652188,0.9565572286357844,0.9196111442306665,1.0137078850578485
0.0005,625.6984465490677,638.3087229382363,622.910452472046,674.2997890099068,0.9343825190235281,0.9532139894915792,0.9302190870331213,1.006961003191017
0.0006,636.7800286402926,649.5516858902411,640.9589606232475,684.5039035141235,0.9325064700949324,0.9512094012230369,0.9386261361286067,1.0023937468565396
0.0007,646.3125248994329,659.200904135243,655.916515818215,693.3193746505422,0.9307848655486616,0.9493460226854668,0.9446160216096711,0.9984816262330696
0.0008,654.6917119426071,667.6669194570277,668.520986450254,701.1005085057404,0.9290359352995949,0.9474483175384018,0.9486602756453804,0.9948920305191705
0.0009,662.1779371662997,675.2186451791204,679.2936400371836,708.0800009090162,0.927283212808573,0.9455448143279089,0.9512512477683429,0.9915623298749583
0.001,668.9516541605117,682.041880477278,688.6164991661208,714.4189629335888,0.9255709258472276,0.9436827472564501,0.9527794822283685,0.9884801343305973
0.002,715.4303935839562,728.5843222896219,742.3720114593161,758.570658968325,0.9131835671195084,0.929973392719315,0.9475721574506303,0.9682482970827276
0.003,744.2083921037847,757.0871899501071,769.8776343418285,786.4477364994236,0.9071739507513499,0.9228729270691914,0.9384642024348221,0.9586627989544952
0.004,765.2535196717945,777.7191206984571,788.9642702537822,807.0029750856629,0.9041347340215916,0.9188626412823052,0.9321486047452336,0.9534610445785863
0.005,781.8203651373624,793.8107796004042,803.7416445419658,823.2110328657436,0.9025143350150533,0.9163557766277514,0.9278197245734959,0.9502947109510854
0.01,832.9851110476884,842.6902769752778,849.7093015286373,872.6389524564147,0.9004206305397106,0.9109114922707461,0.9184987521512505,0.9432847062728996
0.011,839.783153120603,849.1272584793041,856.0372008702252,879.0532832805766,0.9003023903941346,0.9103198816468142,0.9177277912112236,0.9424025348453959
0.012,845.9055678938166,854.926663577673,861.8152679959312,884.787272634916,0.9001999287058651,0.9098000424770464,0.9171307912527505,0.9415772516179821
0.013,851.4617723509436,860.1964940635953,867.1314650801942,889.9542763725331,0.9001057999053552,0.909339536438716,0.916670702483882,0.9407973814276228
0.014,856.5384888463304,865.0212526853429,872.0542002255097,894.6443169407721,0.9000166779090373,0.9089300297657156,0.916319972148264,0.9400567709779726
0.015,861.2054681847221,869.4680209825747,876.6377256319392,898.9297777285101,0.8999314962498266,0.9085655931952257,0.9160576996333933,0.9393521636595357
0.016,865.5194951314479,873.5907123511424,880.9257926228456,902.8694569343644,0.8998503673967496,0.908241729834378,0.9158677564166843,0.9386818172250457
0.017,869.5272739008069,877.4331268620444,884.954198208754,906.5115325522492,0.8997739561690877,0.9079548158262113,0.9157375091624422,0.9380447197456022
0.018,873.2675573893939,881.0311928708106,888.7526036186609,909.8957789263804,0.8997031217934793,0.9077017781273738,0.9156569315001367,0.9374401532264189
0.019,876.7727502993075,884.4146413117996,892.3458611139795,913.0552536110044,0.899638720179216,0.9074799094131201,0.9156179730446111,0.9368674602753131
0.02,880.0701367588481,887.6082749578054,895.7550004781224,916.017600041174,0.8995815018232066,0.9072867623458996,0.9156141027161777,0.9363259289495985
0.021,883.1828339491622,890.6329428247409,898.9979748436017,918.8060657729802,0.8995320663286815,0.9071200895257093,0.9156399726660837,0.9358147454071443
0.022,886.1305419757264,893.5062963581295,902.090233043302,921.440306493314,0.8994908497802515,0.9069778093905208,0.9156911672285097,0.9353329843044168
0.023,888.9301397087402,896.243381840759,905.0451647617156,923.937026323023,0.8994581304544518,0.9068579865306353,0.9157640128392308,0.9348796190288303
0.024,891.5961625247728,898.8571083879797,907.8744509703248,926.3104914895956,0.899434044024805,0.9067588197199986,0.9158554323413773,0.934453541190452
0.025,894.1411883782712,901.3586204444872,910.5883428467204,928.5729450324144,0.8994186029305092,0.9066786338407458,0.9159628320594961,0.934053583254457
0.026,896.5761519595399,903.7575963070268,913.1958860064624,930.734943476942,0.899411716771427,0.9066158735799199,0.9160840133730677,0.9336785409049451
0.027,898.9106019058963,906.06248888158,915.705102431355,932.8056315205469,0.8994132119476774,0.9065690977750868,0.9162171028225135,0.9333271933715676
0.028,901.1529125542728,908.2807210067986,918.1231393229682,934.7929671509772,0.8994228496126041,0.906536973864494,0.9163604963829051,0.9329983209282664
0.029,903.3104591402808,910.4188448083588,920.4563918458298,936.7039069041784,0.8994403415189648,0.9065182722218038,0.9165128146784338,0.9326907193456997
0.03,905.3897634195746,912.4826724086888,922.7106050699948,938.544558904454,0.8994653636513094,0.9065118603326316,0.9166728667215889,0.9324032113965262
0.031,907.396615218022,914.4773836963576,924.8909592039416,940.3203097484948,0.8994975677135889,0.9065166968540207,0.9168396203509559,0.9321346556789103
0.032,909.3361742929555,916.4076156288502,927.002141302568,942.0359300677374,0.8995365906385087,0.9065318256352213,0.9170121779772782,0.9318839530946763
0.033,911.213056014909,918.2775365990236,929.0484059434384,943.6956626451864,0.899582062329306,0.9065563697881307,0.9171897565619147,0.9316500513351819
0.034,913.0314036954078,920.0909086578758,931.0336268508108,945.3032962105935,0.8996336118562438,0.9065895258824178,0.9173716709998702,0.9314319477156296
0.035,914.7949498550151,921.8511398264671,932.9613410381136,946.8622274388616,0.8996908723310549,0.9066305583358316,0.917557320252766,0.9312286906664813
0.036,916.5070682896184,923.561328277632,934.834786735708,948.3755132041116,0.8997534846577355,0.9066787940475931,0.9177461757217219,0.931039380156555
0.037,918.1708184654708,925.2242998225264,936.656936123618,949.845914759586,0.8998211003507439,0.9067336173120395,0.917937771451409,0.9308631672819512
0.038,919.7889834883972,926.8426398595328,938.4305237008956,951.2759352097636,0.8998933835781989,0.9067944650353233,0.9181316958412049,0.9306992532197776
0.039,921.36410268076,928.4187207230134,940.158070972422,952.6678513937512,0.8999700125745805,0.9068608222661271,0.9183275846034463,0.9305468877110146
0.04,922.8984996160144,929.954725195188,941.841908010887,954.0237411005656,0.9000506805421149,0.9069322180429736,0.9185251147563716,0.9304053672079441
0.041,924.394306317554,931.4526668060572,943.4841923570492,955.3455063738802,0.9001350961437873,0.9070082215552215,0.9187239994809223,0.9302740327945892
