PEEQ,C1,C2,C3,C4,R_squared
0.0,-0.32811820141971476,3.015569426398357,0.6470682438678808,-0.023243701453214423,0.9770814543266736
0.00011,-0.1425796252913857,1.8032278542041238,0.4301993371907091,-0.003814330171953835,0.9776310508715522
0.0002,-0.09596885073172153,1.4500130638997362,0.25503501406841333,-0.00020233567009318872,0.9955206411526423
0.0003,-0.08028606669774076,1.3368062894561183,0.18365465116679058,0.00014354814780138242,0.9983404188614049
0.0004,-0.08506264208345471,1.2888367985764966,0.16063193339362208,-0.0009653387002990595,0.985227469120108
0.0005,-0.09290431800215658,1.260398963209996,0.15239629772866697,-0.0020167950421244077,0.9727680703102419
0.0006,-0.09681357769124095,1.239678106590611,0.14624887273957995,-0.0025884446945500764,0.9676570825082258
0.0007,-0.09654193304318444,1.2229734646925736,0.13922357062768725,-0.0027511986367167855,0.9686990093109371
0.0008,-0.09332074089996549,1.2088641336526889,0.13117090679376234,-0.0026508664347242228,0.9730299047823466
0.0009,-0.08818419693607459,1.1966590045186305,0.12240059724432074,-0.0023960068925255175,0.9784617153630423
0.001,-0.0817520890926046,1.1859462776532839,0.11313786363804515,-0.0020520572443327692,0.9837520571221372
0.002,0.0919301369964369,1.1227919264327422,-0.062257476496682576,-0.0017123653141755087,0.9996178955919502
0.003,0.09931195219480544,1.094301933199372,-0.08108153162371988,-0.004642592221903938,0.9932800124005402
0.004,0.09798146517818976,1.0786893327860292,-0.08625361376616311,-0.005707270851314918,0.9890542635622558
0.005,0.09539020409499084,1.0693601635832697,-0.08723567370333683,-0.005999416523053075,0.9882948181835046
0.01,0.07663664216861406,1.0556292606139435,-0.07061277150603237,-0.0037338528740496093,0.9973985555975259
0.011,0.07055384041509295,1.0554450286131614,-0.06391266810087455,-0.002964111953464233,0.9985766237354581
0.012,0.06223069027668421,1.055610910785545,-0.05496357845716333,-0.0020983184601831156,0.9993672956952857
0.013,0.0480794294236647,1.056038050720403,-0.04041382460514267,-0.0010535535621431942,0.9998193941583849
0.014,-0.0350858395832227,1.0566642933709482,0.03952715012137887,-0.0006761622305217056,0.9999907598885294
0.015,-0.05767344761543228,1.0574519201559773,0.06218586523939553,-0.00150415614170818,0.999966115134693
0.016,-0.07044173112538173,1.0583549058741362,0.07554967511489892,-0.0020821640936909682,0.9998093799723002
0.017,-0.07972285761388345,1.059345231173649,0.08559717130988514,-0.0025458178552186794,0.9995565651056482
0.018,-0.08706384639671516,1.06040195110625,0.09378448163390361,-0.002936306063138169,0.9992342255534647
