PEEQ,C1,C2,C3,C4,R_squared
0.0,-0.47337970235392257,1.3555376116639537,-0.28286479665240977,-0.23997713427857034,1.0
0.00011,0.14964335479776814,1.4081766108700466,-0.18631991117116908,-0.058836476471182265,1.0
0.0002,0.19680243565369618,1.3476626094583137,-0.10841843001585812,-0.007513607763338355,1.0
0.0003,-0.14884991117249766,1.388067521904901,0.21602205976633906,-0.004963956970755308,1.0
0.0004,-0.1811055814642096,1.4119531116349242,0.2702310193447003,-0.00786874038043081,1.0
0.0005,-0.187349512239517,1.4029267277921595,0.2823636959710493,-0.008517718353908594,1.0
0.0006,-0.18765765767088002,1.3843680674815588,0.2830088895730131,-0.008615209181642084,1.0
0.0007,-0.18689307722376683,1.3665390841149885,0.2816601131563871,-0.008605260633121753,1.0
0.0008,-0.18643932849935205,1.3522099026413836,0.2811156979874241,-0.008615305600212758,1.0
0.0009,-0.1865679380229794,1.3414729132426724,0.28190239613910245,-0.008670963864198631,1.0
0.001,-0.18720192385361525,1.33370727916227,0.2838494068132887,-0.008766361135545606,1.0
0.002,-0.1993119022641368,1.320877269719081,0.3196126738622082,-0.010079128907713394,1.0
0.003,-0.20682865303558762,1.3294713980568122,0.3462397570785797,-0.010859087005244636,1.0
0.004,-0.2107888498207967,1.3346240366033337,0.36226006305220265,-0.011271979724310594,1.0
0.005,-0.2129404733927756,1.3352881986390461,0.3716373078919444,-0.011498322868586711,1.0
0.01,-0.21461074746704464,1.3087282377638354,0.3786937823687091,-0.011688271768794264,1.0
0.011,-0.21431602609672187,1.302194272956504,0.37714902382327326,-0.011660695915291891,1.0
0.012,-0.21396068700815743,1.2959912244598828,0.3753427755350033,-0.011626626167947842,1.0
0.013,-0.2135712163552555,1.2902350314343523,0.37340984523312615,-0.011588766817295716,1.0
0.014,-0.2131665976106586,1.2849929520833077,0.3714449914637001,-0.011549045479915086,1.0
0.015,-0.21276059406403267,1.2802987603450688,0.36951466641155434,-0.011508852049699574,1.0
0.016,-0.2123632258970189,1.276163363727334,0.36766502139246626,-0.011469193379687602,1.0
0.017,-0.21198176117022582,1.272582233261769,0.36592748053586943,-0.011430796925835781,1.0
