PEEQ,C1,C2,C3,C4,R_squared
0.0,-1.1547912622263323,0.1320402774788187,-0.4573130996251103,-0.20610707890204535,1.0
0.00011,-0.3502695210432342,0.5513351629510513,-0.2775213120300277,-0.10612235678955195,1.0
0.0002,-0.09870794752062445,0.7112051012415751,-0.22495290278077487,-0.0642488144343053,1.0
0.0003,0.0206380795142508,0.8405226417078819,-0.1881821236691841,-0.0414668144679349,1.0
0.0004,0.08484227223447784,0.9377131534435277,-0.1574737153241784,-0.025764274990508842,1.0
0.0005,0.11667424414605057,1.0111660870721286,-0.12484420288021308,-0.012887104522931124,1.0
0.0006,0.10060373954272926,1.0682454213296788,-0.06450229176705144,0.00014575013951907613,1.0
0.0007,-0.11704269561595242,1.132282327975983,0.17618531747732785,-0.003351711108252392,1.0
0.0008,-0.15227555069032467,1.1955700878473787,0.24099145341370926,-0.006112431084746319,1.0
0.0009,-0.17112618773720886,1.251812550009015,0.28465108451625165,-0.007735460863776829,1.0
0.001,-0.1830371352443558,1.3003054443767716,0.31694516625300423,-0.008815945572897435,1.0
0.002,-0.21171795657624992,1.4636490383217111,0.4115360174290969,-0.01170088477491087,1.0
0.003,-0.2075679306551975,1.3798072436492426,0.3815159650790627,-0.011438647942557141,1.0
0.004,-0.19623412031728288,1.2680292050748094,0.32946473887383715,-0.01048739305178185,1.0
0.005,-0.1809476351058942,1.1753229442259892,0.27607648723380096,-0.009219345087499286,1.0
0.01,0.050497976174872575,0.9784963026908693,-0.059018107397244716,-0.0028624296109239344,1.0
0.011,0.060574185821881996,0.9683785809724049,-0.07652154134377764,-0.004995850714090852,1.0
0.012,0.06298000379609196,0.9616926403413539,-0.08364497146029838,-0.006124267176261547,1.0
0.013,0.06336110247990738,0.9577192248374978,-0.08659566726462692,-0.006647452732048065,1.0
0.014,0.06291213228560133,0.955912684761359,-0.08699721016112316,-0.006735607497624559,1.0
0.015,0.06191359657921501,0.9558358196311607,-0.08548106119646681,-0.006488130796255545,1.0
0.016,0.06029189187312373,0.9571339578824918,-0.08226104765343704,-0.005967971513791746,1.0
0.017,0.05772023716490753,0.9595195045526567,-0.07724200209233162,-0.005212161308845056,1.0
0.018,0.0534795429242794,0.9627619188402532,-0.06988252623214604,-0.0042307962096071825,1.0
0.019,0.04567875923605993,0.966683817561634,-0.058398075743631664,-0.0029843594122843653,1.0
0.02,0.021968970420111245,0.9711836239489071,-0.030206946486768742,-0.0011625064987400874,1.0
0.021,-0.0703178394513932,0.9768323251821812,0.0688865661906132,-0.002163370247165457,1.0
0.022,-0.08966645608713197,0.9831775243303581,0.09310986463326001,-0.0030715413674920872,1.0
0.023,-0.10269144963841999,0.9899150985143296,0.11090229126624067,-0.0037680500296769087,1.0
0.024,-0.11267821680976652,0.9969082384505623,0.1255796750045838,-0.004344048817972382,1.0
0.025,-0.12077008766255022,1.0040531812366422,0.13826963324460376,-0.004835698964272867,1.0
0.026,-0.12752854622110515,1.0112668256080066,0.14951276920669168,-0.005262543002891697,1.0
0.027,-0.13328177862235624,1.0184817519492215,0.15961880980866813,-0.0056369887495324586,0.9999999999999999
0.028,-0.1382432741020206,1.025643284339563,0.16878680893845854,-0.005967734259051685,1.0
0.029,-0.14256227904155952,1.0327073865126641,0.1771556249180784,-0.006261287931327027,1.0
0.03,-0.14634860195775376,1.0396390004306035,0.18482828457584433,-0.006522742254170415,0.9999999999999999
0.031,-0.1496861371349659,1.0464106687937977,0.19188495282263973,-0.0067562094493834,1.0
0.032,-0.15264083877187554,1.0530013650019558,0.19839036243271677,-0.006965086869329717,1.0
0.033,-0.15526572169501682,1.0593954879598462,0.2043983233141239,-0.00715222927425581,1.0
0.034,-0.15760415770112737,1.0655819941216615,0.20995459214447743,-0.00732006666323216,1.0
0.035,-0.1596921389722681,1.0715536472325387,0.21509877361433544,-0.007470688399618183,1.0
0.036,-0.1615598860189279,1.0773063704292116,0.21986562546622818,-0.007605905443555576,1.0
0.037,-0.1632330230554589,1.082838687998017,0.2242859833382158,-0.007727297755436818,1.0
0.038,-0.16473345819398796,1.088151245883124,0.2283874356867708,-0.007836251284848623,1.0
0.039,-0.16608005629221567,1.093246401361155,0.23219482995961285,-0.00793398741183601,1.0
0.04,-0.1672891624686373,1.0981278733541149,0.23573066199559586,-0.0080215867691959,1.0
0.041,-0.16837501568124863,1.102800445777566,0.23901538277720083,-0.008100008783087835,1.0
0.042,-0.1693500798077833,1.1072697171098471,0.24206764540014836,-0.008170107885519962,1.0
0.043,-0.17022531177665304,1.1115418901145764,0.24490450793099922,-0.008232647096374088,1.0
0.044,-0.17101038091567528,1.1156235962862828,0.24754160282551008,-0.008288309493779372,1.0
0.045,-0.1717138500672274,1.1195217503014103,0.2499932811695203,-0.008337707973535464,1.0
0.046,-0.17234332626516854,1.123243430095631,0.2522727363511006,-0.008381393597951913,1.0
0.047,-0.17290558706178272,1.1267957789913419,0.2543921121057006,-0.008419862781984564,1.0
0.048,-0.17340668708744716,1.1301859265187142,0.25636259739159395,-0.008453563504798249,1.0
0.049,-0.1738520484776445,1.1334209251154928,0.2581945105296348,-0.008482900702851208,1.0
0.05,-0.174246538017992,1.136507700225711,0.2598973743083621,-0.008508240970117405,1.0
