PEEQ,m0,m1,R_squared
0.0,5.6521606300553024,0.8376412889809072,0.8851145917728005
0.00011,999.9999999999985,2.099389877925685,0.779272840761928
0.0002,999.9999629833735,2.197778740443521,0.8195230140230033
0.0003,28.62413936295295,1.4776818372200444,0.9053202121924349
0.0004,3.1235669051011454,1.024590090742215,0.9475478733264016
0.0005,0.8187147835495121,0.7538589677063692,0.9571543711388188
0.0006,0.3629959462753558,0.5939586020824109,0.9598804519938549
0.0007,0.21668619790806923,0.49662797894499544,0.9640684874898414
0.0008,0.15271527400578555,0.4338984183167241,0.9699603587387825
0.0009,0.1183669352202435,0.39068815132940693,0.9762919780757722
0.001,0.09709883840047343,0.3588881561681117,0.9821137726178578
0.002,0.03373870570550627,0.21184856842459884,0.9954412637001874
0.003,0.018788919628915213,0.13712269240536715,0.9826244976287463
0.004,0.012658420821406184,0.08713765213602695,0.9719917368234555
0.005,0.00959718951859693,0.05214410944741257,0.9671376879550966
0.01,0.005695012688665975,-0.012136037695810363,0.9894670845260957
0.011,0.005617106467115303,-0.01297220777674215,0.9943554215282839
0.012,0.00563333959140918,-0.011478259814154467,0.9977773862821252
0.013,0.005726955617036706,-0.008039695449233745,0.99960518649056
0.014,0.005887764071261284,-0.002960021987348078,0.9998876160051267
0.015,0.006109783589493481,0.003517381845761968,0.9987888286137352
0.016,0.006389861496608149,0.01119409092632963,0.9965369849135258
0.017,0.006726838081773831,0.019905952868222474,0.9933848282041815
0.018,0.007120996506646914,0.029514639184948316,0.9895819865853468
0.019,0.007573787798458438,0.03990366055607224,0.9853574424901569
0.02,0.005288777378218832,-0.014827725086148541,0.991251172012225
0.021,0.00477025068118413,-0.029889925101156456,0.9915282453115335
0.022,0.004328366448433083,-0.043988377644483566,0.9919275254330815
0.023,0.003949465970438454,-0.057183967319303725,0.9924318380367617
0.024,0.0036226802232455493,-0.06953415535261658,0.9930210447352299
0.025,0.0033393043003686874,-0.0810925987474988,0.993672799191482
0.026,0.003092307904997089,-0.09190982909892276,0.9943632738007725
0.027,0.0028759779976480545,-0.10203320840454957,0.9950678356811526
0.028,0.002685641596132613,-0.1115071353994309,0.9957616571887123
0.029,0.0025174539409645257,-0.12037315305466599,0.996420251922922
0.03,0.002368232805485542,-0.12867015605476517,0.9970199320250219
0.031,0.0022353298776956365,-0.13643454224181206,0.9975381864480751
0.032,0.002116530132640046,-0.14370032025913218,0.9979539828270535
0.033,0.002009971352842483,-0.15049928568768478,0.9982479976911494
0.034,0.001914080621247828,-0.15686114519108696,0.998402781156796
0.035,0.0018275233031916354,-0.16281365159124667,0.9984028630470954
0.036,0.0017491620546440788,-0.16838272599217086,0.9982348077264761
0.037,0.0016780237106156378,-0.17359256817351362,0.9978872249319733
0.038,0.0016132720471052832,-0.17846579356811873,0.9973507436229607
0.039,0.0015541861115837164,-0.1830234995531503,0.9966179554404206
0.04,0.0015001414631531861,-0.18728543644180462,0.9956833338298575
0.041,0.0014505964694503768,-0.19126996328490214,0.9945431342882357
0.042,0.001405078636052715,-0.194994281526289,0.9931952805822722
0.043,0.00136317523572041,-0.19847441182897718,0.9916392411787062
0.044,0.0013245234585710945,-0.20172542860336143,0.9898758995458229
0.045,0.0012888038996888113,-0.20476145624348438,0.9879074214393815
0.046,0.0012557378383940962,-0.20759528381828915,0.9857371217838325
0.047,0.001225075639926223,-0.21023928397204594,0.9833693333043396
0.048,0.0011965969880323626,-0.21270487389952886,0.9808092786526075
0.049,0.001170105955900905,-0.21500273306454007,0.9780629474087991
0.05,0.0011454322684252669,-0.217142198350059,0.975136979019167
0.051,0.0011224085752763802,-0.21913429704212145,0.9720385524579799
0.052,0.001100905642518246,-0.2209862067097569,0.9687752831357932
0.053,0.0010807973664506683,-0.22270619239269795,0.965355127424164
0.054,0.0010619680467871323,-0.22430236214457816,0.9617862949241125
0.055,0.0010443112264767298,-0.2257826791279924,0.958077168519448
0.056,0.0010277503667120956,-0.22715138144974964,0.9542362321033971
0.057,0.0010121883251296242,-0.22841706290577737,0.9502720057793074
0.058,0.000997553955328004,-0.2295849573203981,0.9461929882734627
